category,full_name,age,face_symmetry,face_width,face_height,eye_color,hair_color,facial_id
Cluster1,Kristopher Bosco,16,1,220.11394118890166,141.71053715981543,#7cd905,#4aac78,pk8KCaertw
Cluster2,Jacob McDermott,43,1,129.86879649106413,124.06998104415834,#e0b1f6,#ee370e,ew6Knqr29w
Cluster3,Marlon Koch,17,1,178.40471691451967,296.63591403514147,#9ee0ed,#17a730,zuvGywPxQn
Cluster4,Pete Paucek,100,1,120.3431653091684,169.2132897209376,#9edcf5,#89aabf,kw0v6tMbKZ
Cluster5,Lydia Reilly,8,1,160.19744001096115,174.205411830917,#a7aeac,#8da6bb,OVkh60ZRIv
Cluster1,Darren Ryan,28,1,131.34384922450408,282.01144258491695,#9ddb9a,#3824a1,GYT6fTLH8t
Cluster2,Cheryl Langworth V,4,1,172.12501685135067,262.41483110934496,#508d0b,#facad3,WW2zZxMIOs
Cluster3,Martha Kulas,78,1,153.42973803635687,206.70159505680203,#ed3ebb,#bc3ce6,9QFATek8g5
Cluster4,Alonzo Waelchi,74,1,105.19603310385719,205.51877645775676,#1c7161,#ba5cfe,l56FoX7B6m
Cluster5,Lloyd Schmidt,10,1,167.36550139030442,158.54117069393396,#cecb8c,#ab6dde,MDEwWJdYSc
Cluster1,Edmund Stanton,56,1,233.46233234042302,290.73635805398226,#62959a,#5dd9bf,dTcK8u9J7w
Cluster2,Willie Greenfelder MD,14,1,225.43983403593302,229.28829775191844,#3f8ba7,#bdfdff,L9oaxXauTq
Cluster3,Jon Rohan,99,1,137.32351071666926,131.74719652161002,#e0d204,#ee80cd,cPvRLEttDW
Cluster4,Alfred Zemlak,73,1,224.2063125479035,116.8446334078908,#065df6,#affa1c,EJYtUmDXar
Cluster5,Guillermo Upton-Tremblay,26,1,190.04234070889652,269.9969211127609,#250695,#a18d64,dO13odjDI6
Cluster1,Heather Brakus,19,1,184.5965992193669,287.7059472259134,#ae63f6,#d95a1a,ZXSlr0vPEO
Cluster2,Virgil Streich,93,1,121.33640106767416,259.5915488433093,#cbfabc,#cfb218,6ggvqAUhda
Cluster3,Luz Gerlach,64,1,216.24476412544027,125.93759004957974,#cb90f1,#affcef,FbzDlXaRE7
Cluster4,Dr. Jean Murray,28,1,187.55567863117903,159.22481301240623,#2cbd2e,#51effe,sh4ZlCHrng
Cluster5,Dr. George Welch,52,1,135.28395520988852,196.50830049067736,#43ceb0,#853d9a,5pgj36Hi5D
Cluster1,Levi Buckridge,42,1,176.70753337442875,165.43928291648626,#afdc3e,#acb3a6,sdgzupr8MF
Cluster2,Gwendolyn Gibson,5,1,178.60531932674348,239.97184210456908,#843064,#a43a68,vEAOHH8H4o
Cluster3,Alexis Ebert,28,1,196.86402755323797,237.82147080637515,#fae2e7,#35aaef,uO8B0PEhyb
Cluster4,Lucia Koepp,12,1,230.43410041136667,291.9251504354179,#c635b4,#eeeeeb,6EJtGdspNv
Cluster5,Bessie Muller,87,1,209.72564303083345,252.72728204727173,#0244cb,#f48acc,MYpQZcqybH
Cluster1,Estelle Gutmann,52,1,180.11006439337507,133.870934182778,#a38ec1,#c23a5a,1VmAq2qsTP
Cluster2,Elijah Swaniawski,73,1,247.6851585553959,106.82827178388834,#aa2eee,#7c8da6,VFRhonPYcT
Cluster3,Derrick Herman,15,1,149.11865149624646,252.61854152195156,#bd6aff,#819fa6,Wz3flfKuwm
Cluster4,Alyssa Williamson,84,1,179.45865218061954,244.340176647529,#5aebce,#a2360b,9LUQcrhkKP
Cluster5,Alfredo Lesch,33,1,129.31627487996593,203.9785693399608,#bb4b0b,#750dcc,TSLLcHmsCu
Cluster1,Allan Stanton,4,1,194.06104998197407,157.7886966522783,#8acc4c,#517cbc,jfHLvu4Fca
Cluster2,Eva Waters,30,1,129.70342953922227,154.86585111357272,#6f7f3d,#eee1c8,eXVEbeqi6K
Cluster3,Elmer West,17,1,217.84984581172466,167.9868054576218,#2fa35b,#523bfe,UtEyZxPGhq
Cluster4,Harold Huel,59,1,115.1585912448354,108.94964504987001,#e9fef3,#98aecf,RcBMrFNY11
Cluster5,Randolph Davis,98,1,159.9900229019113,150.62012318521738,#30ecbf,#f201b8,wf7UMxYq36
Cluster1,Shawna Barrows,85,1,173.98469926556572,139.11066320724785,#eefe6f,#a7e9b8,fh2ekcedcD
Cluster2,Alan Grimes II,49,1,118.88146512210369,294.7376808617264,#2c08da,#afeaee,mTHmsV4Ryp
Cluster3,Phil Rohan,73,1,122.27029909845442,258.5693527944386,#0b09e2,#2ac0b5,DdwPc43RlV
Cluster4,Alonzo Monahan,25,1,198.74198883771896,286.89150093123317,#0dc8b2,#b8bc6c,Y0QRNjs420
Cluster5,Naomi Funk,46,1,197.73270330624655,143.05026424117386,#9f7572,#e52dab,CChUd7GIoT
Cluster1,Sonja Cole-Rolfson,67,1,186.53297678101808,201.80913819931448,#ed0aca,#e8accf,i4Zypc428y
Cluster2,Jonathan Maggio,85,1,151.51705971220508,296.9844204839319,#a238da,#8c54a0,qsfRi8df3S
Cluster3,Stacey Johnson,96,1,225.73152664117515,252.5150611065328,#65c948,#605a7d,JQrWcrgPsE
Cluster4,Emilio Macejkovic,35,1,209.1340421931818,217.3184999730438,#5ce3ea,#0598cd,Jb8oOcKpF4
Cluster5,Mrs. Brandi Ferry,1,1,132.34855795744807,100.40846886113286,#b4cc02,#7c58bc,dedY1Yap9m
Cluster1,Bonnie Heller,6,1,175.70147484075278,270.830414025113,#dbf4b4,#e1bd98,M4Tmo4yg0o
Cluster2,Guillermo Schiller,74,1,181.48937958758324,138.4765336290002,#fa89fc,#eecfcb,SIOUXui9oL
Cluster3,Raul Brown,62,1,183.9871974894777,280.0041845533997,#81614b,#ae7cee,irVJjTfv7s
Cluster4,Michael Vandervort V,69,1,188.70360534638166,123.36038798093796,#e8ac40,#bcc93d,WLEstkOnmF
Cluster5,Johnnie Mitchell,19,1,113.14530574018136,220.1679130550474,#cefbee,#2e568b,tI9SlwQriy
Cluster1,Jonathon Cronin,3,1,149.33418965665624,219.6788992267102,#dacabe,#12eb4c,DjLQVJHnXr
Cluster2,Laurence Parker,64,1,204.67786882072687,188.67291449569166,#eccaad,#ace7c1,3EYU8gJSxy
Cluster3,Eric Hilpert,100,1,163.2527320412919,261.22060348279774,#0e4fbe,#31baf1,UwqNKZH2WY
Cluster4,Eric Moen I,80,1,234.41522676730528,299.62991918437183,#04b728,#4ebfb8,3xcxwKD1lS
Cluster5,Sergio Auer,40,1,192.6524638896808,109.13275904022157,#8fba8d,#f17cd9,UXIlI1zWjH
Cluster1,Sherman Collins,36,1,232.572584412992,219.8262038640678,#adbe50,#ccaf54,PvKyg0i5UP
Cluster2,Frankie Schuster,42,1,183.0519491340965,104.7701311763376,#30daef,#76ce5e,Pcg9BBw8JW
Cluster3,May Kemmer,32,1,100.28783190064132,245.36494952626526,#eed4aa,#fd2bb9,h6rcshPedg
Cluster4,Dr. Lois Reichert,66,1,236.3760921289213,182.34235271811485,#1df076,#bddace,qAw7BM0keZ
Cluster5,Sherman Harber,5,1,173.79740403266624,270.9288315381855,#4937f6,#dde632,9G0RaThPaZ
Cluster1,Jared Rempel,68,1,153.02957808598876,269.2890776786953,#eae3db,#0951dd,DbQnQaFceW
Cluster2,Mr. Ervin Beatty,28,1,244.3917125929147,125.38977218791842,#8f5aff,#8bd0ed,RRwDfxd2hA
Cluster3,Lawrence West-Bailey,29,1,116.84206782374531,150.05494160577655,#d06d00,#b1dd0a,xLZIpTb5On
Cluster4,Beth Witting,12,1,199.4385237339884,165.25075659155846,#7f5d9c,#4fabaf,eW6Gq9MTb5
Cluster5,Blake Rice-Smitham,7,1,221.7525071813725,229.11318643018603,#fa62cf,#06db5f,NuZGwmtdnY
Cluster1,Jaime Rath,61,1,154.98243572656065,125.31108977273107,#07e7d2,#f5d99f,D35ziRNFpz
Cluster2,Ms. Tara Wiegand V,61,1,196.87082761665806,254.67880051583052,#e21579,#8cdffe,UFPigBr2Ep
Cluster3,Drew Jones,60,1,204.98715301509947,182.34998555853963,#bf5ae5,#5d1ecc,AueN0voQCj
Cluster4,Pearl Bosco,75,1,165.51504406379536,159.51314382255077,#329db7,#7a05d3,gLgVDCTgiO
Cluster5,Amanda Brekke,87,1,212.66214383067563,258.1252806354314,#f1c6a1,#a67fed,BQP1OljOd8
Cluster1,Jamie Schimmel,89,1,136.1918703885749,137.531977891922,#a7e3b9,#3fec84,jL3lSLWWiD
Cluster2,Dora Goyette,77,1,197.86466732621193,244.10780952312052,#febbf8,#deecce,zobJykZZBd
Cluster3,Ivan Thiel V,55,1,145.65006332704797,101.47171295247972,#3dc942,#28c0c1,UOAs6kwnKg
Cluster4,Lula Grimes,63,1,242.6528167910874,117.9831868968904,#f3dbe2,#49cdff,GPU3OJ2KiX
Cluster5,Damon Olson-Stehr,6,1,159.82164848828688,159.8897506017238,#e36c1b,#2cbafe,usnd0WurhX
Cluster1,Nancy Bechtelar,16,1,198.5246042138897,169.43112555891275,#81bbcc,#4426c1,RaOFeRTJCP
Cluster2,Elsa Wilkinson,98,1,171.7276366543956,179.4456759467721,#cbcc8f,#beef42,dbGAZijzu1
Cluster3,Lucas Cartwright,7,1,159.74946619244292,170.38153219036758,#7a3ec4,#f96ccc,SkYZOjdHhM
Cluster4,Antonia Kertzmann,62,1,103.81453903391957,207.73254595696926,#afdb26,#f5c53d,LcN7yZioHK
Cluster5,Miranda Hermann,5,1,243.83082730928436,231.31405049934983,#daafbd,#57674a,XKXyWXszDF
Cluster1,Arturo Schuster,75,1,234.35386599740013,228.81268193013966,#8ed49c,#7847ff,yL4EvaBMkf
Cluster2,Beulah Feil,93,1,146.14033834077418,277.2682405076921,#24d470,#a8bc34,fuecxs7qke
Cluster3,Ms. Kayla Kiehn,3,1,235.23237581830472,250.20232177339494,#a37cfe,#cca755,IwXg8vnAt3
Cluster4,Dianne Crist,52,1,202.07170877838507,191.6200090199709,#0bfbab,#d7bbfa,8ONsOLFrCq
Cluster5,Dr. Willie Luettgen,54,1,226.97406716179103,145.52490087226033,#bd6efa,#ead461,R3kp5oy5k4
Cluster1,Delbert Dickens,44,1,183.48469495540485,212.47430187650025,#774a8e,#9bb2aa,N0dO5yN13d
Cluster2,Jana O'Kon,6,1,146.79151617456228,286.32665001787245,#6acb1a,#0ffd7f,fEhcpj8em0
Cluster3,Lena Leuschke,23,1,208.83011393016204,228.19746467284858,#f9a533,#e37cb6,LzvdfC9m4m
Cluster4,Elijah Nitzsche-Jenkins,70,1,226.86238647438586,216.85562119819224,#ebd817,#28b5ef,ybt8l5uQsm
Cluster5,Edgar Fadel I,23,1,132.40359768969938,153.46931740641594,#3f25dc,#5c7f9a,2wLAAgD6re
Cluster1,Edgar Medhurst,40,1,247.8868518373929,180.95377646386623,#3aeedc,#9edd1e,ZGvI3WRrRz
Cluster2,Hope Ondricka,62,1,220.24979507550597,148.14628954045475,#3b7df9,#37e6b4,lWFEitF6tw
Cluster3,Christina Kilback,31,1,162.07896727137268,108.99581490084529,#52ea7f,#8ede34,rA6yXYYRO0
Cluster4,Irvin Frami,90,1,213.8358615222387,183.4647032432258,#b86d3d,#6fbeea,NE0qcZGnQJ
Cluster5,Annie Konopelski,13,1,152.62297542067245,183.2489836961031,#3a20be,#f3ee83,laV6TSvJWV
Cluster1,Terrance Ankunding,33,1,110.93429599422961,267.4087460152805,#bb9e5b,#cfc1d5,IHAcsB20Je
Cluster2,Peter Hamill,96,1,235.31003666575998,149.84717899933457,#bbdad1,#6c64e4,zxJXzc1KQw
Cluster3,Carroll Wiegand,7,1,197.2045054542832,222.1528764348477,#027c31,#8ff473,yb0yLE7emA
Cluster4,Dr. Jan Hoppe,19,1,230.83466112148017,170.00715448521078,#e2beb9,#5a15a4,DJwQXnJG2c
Cluster5,Dr. Brandon Morissette Sr.,65,1,196.90663835499436,145.94957381486893,#0eabaa,#2fa7da,G5b0Ywv9DA
Cluster1,Pete Schuppe-Jast,65,1,232.2303316788748,228.57153555378318,#d7dbf9,#3e4f29,hZvD4JwOzS
Cluster2,Malcolm Bayer,68,1,185.32719366485253,231.15581376478076,#ebfbb5,#ac4d57,lOPMwncF12
Cluster3,Krystal Crist,87,1,106.10328164184466,204.17722556740046,#5fcec7,#3de7ac,3A8Ep5W8Y7
Cluster4,Jack Bogan,92,1,111.1712709069252,194.28238621912897,#b1b01b,#705b61,866HMzeAgC
Cluster5,Paulette Boyle,41,1,197.52842298476025,116.82516718283296,#5cae6e,#45bcd9,16wL4t6icr
Cluster1,Rachel Huel,27,1,113.50130315404385,278.46988257952034,#0e3f74,#f2ed7d,FBdVFKLwpg
Cluster2,Jesse Shields,62,1,181.60855897003785,234.34492307715118,#a23fec,#0bca0c,IUtJpVNZe6
Cluster3,Jerald Prohaska,52,1,109.74062437890097,241.13409630954266,#29fdde,#aace9b,UL0KtRbe9j
Cluster4,Pam Kris,11,1,194.85191572457552,265.9633210860193,#9ff85b,#c9f51a,Iro9iLEqKq
Cluster5,Darlene Ferry,8,1,235.74940946418792,149.47374765761197,#cf9fa3,#99cdc2,fW75kKSiTn
Cluster1,Dr. Norman Wilkinson,91,1,236.9310844107531,226.33717386052012,#e44767,#e41b7a,y7WAlUV1Ec
Cluster2,Lori Emard,22,1,112.54357076250017,266.49314831011,#30df98,#dd84bd,6AcI7NliWk
Cluster3,Carolyn Lockman,53,1,206.7068518837914,289.56209905445576,#75ea0f,#7fa0a5,Il4iMek2sg
Cluster4,Amelia Jaskolski,63,1,100.79190195538104,129.02859272435308,#a8efe0,#404cd3,P5l4QJmsle
Cluster5,Edmond Corkery,56,1,152.97428253106773,186.4571299403906,#1bb30b,#f350a0,XQsreydOeZ
Cluster1,Dr. Virgil Jerde,60,1,178.1300360104069,155.36342533305287,#c01cb5,#8f292b,3OWzogVfbY
Cluster2,Sherry Leuschke-Brown,8,1,130.5995959788561,216.69849222525954,#580dfa,#330962,anxVGnoAvJ
Cluster3,Terrell Smith,27,1,157.4523993418552,234.07114436849952,#2bd5fd,#af0f12,RJa9ku4VE6
Cluster4,Tomas Zulauf,78,1,235.98926139529794,255.93638601712883,#c58e02,#27f7da,zudtLDqQMU
Cluster5,Terrell Boyle,45,1,169.53463703393936,178.23812682181597,#d5d2e4,#523bac,YK7rXewsOd
Cluster1,Mrs. Danielle Hoeger,9,1,193.56344080297276,182.4513808824122,#cbabbf,#1caa68,wdPt4kH0ts
Cluster2,Terrell Lynch-Lynch,4,1,237.3876634752378,117.10030529648066,#fda5fd,#d89b3c,TiwwtU2fRY
Cluster3,Emmett Parisian,80,1,248.6946011078544,260.2509174961597,#e1cbdf,#e7a3a3,hn47eNijz4
Cluster4,Tanya Leannon DDS,22,1,110.57280612876639,107.37187899649143,#0af469,#be57cc,pDjF7KEMUp
Cluster5,Miss April Ryan,46,1,181.79489810718223,283.04930152371526,#c1dc6b,#7652ae,c1MLfoFD9T
Cluster1,Patty Quigley MD,5,1,125.64105886267498,116.34137728251517,#272477,#05de7f,mgXLgT1rZi
Cluster2,Patrick Schuster-Trantow PhD,79,1,208.01478085340932,146.23138532042503,#fcb9e4,#a126d6,mR8mvog8r8
Cluster3,Erik Lakin,18,1,214.13760486757383,149.2516960017383,#2ab1f4,#b7fb1d,U9T8LTf676
Cluster4,Brett Rohan-Schroeder,26,1,178.24137192219496,255.0532410852611,#4d93ec,#cc1815,KKoNEvLo5M
Cluster5,Roman Reilly DVM,60,1,142.23612680798396,129.27536638453603,#acd959,#d0d35f,FeKd4qLRJ2
Cluster1,Jimmy Ondricka I,17,1,162.33940742677078,205.55757875554264,#8d0ae6,#58b381,uNZhWae7ml
Cluster2,Thelma Nikolaus,79,1,104.45612245239317,257.22773843444884,#ff9fbd,#2bdb1d,hS3lqQ3H98
Cluster3,Dr. Barry Hoppe,41,1,218.0585642810911,172.52744399011135,#eaca76,#e273cf,evUnj35Htm
Cluster4,Marion Erdman,92,1,157.1989038027823,247.87516025826335,#9d3ecb,#bfba07,CsHyntuHdr
Cluster5,Amelia Lind,38,1,249.2412899271585,235.6745480094105,#606a06,#4a2b31,6VR3vhVTeF
Cluster1,Eloise Moen,1,1,105.79632056178525,104.99823978170753,#7fd732,#9f7e85,tazGYIRY5k
Cluster2,Bryant Kassulke,57,1,194.49623563559726,241.74206033349037,#afef0e,#5be8ae,ah6fKCRWPd
Cluster3,Fannie Larkin,32,1,214.49949619127437,135.19488517194986,#1fced0,#d2a926,13iJqmXFh2
Cluster4,Silvia Weissnat,87,1,149.98422398930416,246.65878219529986,#af0b5a,#28e2a0,ZP2Lbml69S
Cluster5,Dr. Marion Quitzon,52,1,146.75912371603772,210.45535425655544,#fb361b,#91a7ae,5TVPusYsGu
Cluster1,Julia Nitzsche,65,1,116.92135168705136,134.85293914563954,#9d686a,#9afc43,3rVDKn2eDC
Cluster2,Kent Lakin,28,1,139.21644396614283,127.94730262830853,#0f0bba,#a8b0bc,Dc3st7Vdzp
Cluster3,Myron Grady,68,1,200.6811451050453,251.2886818498373,#dcd6a8,#84f5f8,o88eFvuk8P
Cluster4,Jeannette Beer,83,1,206.23257072875276,112.12618192657828,#cbce8a,#4af52e,CcFQVYuhfW
Cluster5,Kerry Erdman,96,1,128.85401281528175,233.87277978472412,#6f49f8,#22ba2b,zYxeAdPofs
Cluster1,Lorene Hyatt,99,1,211.82027605827898,138.56159383431077,#dc2cb1,#f0abdf,ktJsQSJCWj
Cluster2,Sandy Bernier,78,1,197.43013601982966,209.53391273505986,#697be0,#c799e5,vT7dLtX54m
Cluster3,Kathy Kohler,57,1,177.02955921413377,100.38418653421104,#aeafd6,#6df98b,Y6Ewfsm1gj
Cluster4,Tabitha Lockman,16,1,187.08957695635036,265.0668523274362,#f0754e,#4ebbcb,sD7rof1hvJ
Cluster5,Timothy Dicki,56,1,197.94678011676297,243.95436169579625,#2205df,#8efc20,vSj01aTTAs
Cluster1,Dr. Marion Kuhn,54,1,132.08399184513837,124.79346380569041,#dcdbad,#fb23f6,r9KPFXadWt
Cluster2,Alfredo Hintz,29,1,148.14763207687065,142.1360702253878,#dff8d5,#0b0e8a,XDKMXqEb23
Cluster3,Howard McKenzie,52,1,153.9070311933756,299.2992999497801,#f853ea,#faecc5,FIwHOdm7R2
Cluster4,Ernestine Orn,1,1,201.57366642961279,232.8705765772611,#18afd9,#545aef,L17nibfmvW
Cluster5,Brendan Simonis,93,1,239.457837829832,192.58053079247475,#a936a4,#3b2da7,YlTxoMCd0I
Cluster1,Clint Von,75,1,221.3959411601536,182.6370604801923,#c257fb,#744840,MMA90BRU4T
Cluster2,Omar Braun,58,1,143.87452425435185,279.7300677280873,#b0caea,#262b9a,EQ0EYqJ8hB
Cluster3,Debra Heaney II,24,1,165.484238055069,145.10508659295738,#8fe8ea,#40b10c,vaAVXK0nsK
Cluster4,Jesus Hyatt,69,1,243.33990961313248,189.50893632136285,#daa7e0,#05db67,MBH5eoDGiG
Cluster5,Ms. Kristine Hilpert-Bergstrom,33,1,104.96043240418658,284.2420865315944,#30ddde,#e60f4c,qu57RasESL
Cluster1,Leigh Stokes,100,1,242.94151915237308,274.87234990112484,#cd3b5c,#2f6870,Ce7TXnTrNp
Cluster2,Crystal Lind-Langworth,63,1,193.56826256262138,297.0051046460867,#9f51c1,#abe0a6,8m623KdXyE
Cluster3,Guy Bednar,53,1,136.99881496140733,211.60263447090983,#5d29f5,#bcecbe,J7f90eZGbe
Cluster4,Darnell Sporer,79,1,234.3345947447233,182.86301773041487,#a74cdb,#dbdd8c,8zkSm4OviP
Cluster5,Wm Haag,23,1,138.1825521006249,107.61967548169196,#cab3cb,#fbc30e,tFBA7Zj5Nw
Cluster1,Gladys Yundt,49,1,150.62276484677568,172.52820315770805,#9d6826,#dfbbc7,IBbWd4GciU
Cluster2,Rita Smith MD,100,1,100.12367337476462,135.0465345196426,#90429b,#c2f88c,e64sgE2li8
Cluster3,Mr. Brad Green,71,1,128.62641571555287,286.2772071734071,#eaf5ff,#dbbfbc,vPWWCR1lEq
Cluster4,Allison Gottlieb,15,1,129.27616474917158,168.83460055105388,#6fe3c1,#9b10fd,g7UmEey87P
Cluster5,Dr. Ian Vandervort,3,1,183.30593410646543,208.94496338441968,#1c6d9d,#5db5fa,PVLfccVuVt
Cluster1,Camille Dare,55,1,151.83472022181377,120.31948394142091,#a2fb6b,#512cdf,f2JyE9Jcqz
Cluster2,Dr. Bobby Howell,78,1,231.65893210098147,191.5649798233062,#f1c94d,#0c8eeb,AejGjwDtXZ
Cluster3,Austin Spinka,15,1,105.08280103094876,147.09393410012126,#e2a418,#5d0fae,u7k1xqHnmw
Cluster4,Celia Macejkovic,86,1,135.4428416234441,219.4773678202182,#38a022,#2ff71d,VWmxi2foG6
Cluster5,Lauren Stanton,64,1,249.48929360834882,266.43726425245404,#cbebe3,#bdffea,ymyNFJ3m76
Cluster1,Floyd Schultz,45,1,245.84727803012356,259.4023259822279,#3dc337,#c0bc37,5kOhsWdXqm
Cluster2,Wallace O'Hara,4,1,131.9517585565336,170.59909459203482,#9f4ee2,#edfdd9,CEuNtgbjJ0
Cluster3,Mr. Glen Casper PhD,45,1,234.87552718725055,285.5520029552281,#affcaa,#48bfcd,0brQ9DGY9D
Cluster4,Fannie Olson,89,1,117.83876111730933,225.38913572207093,#7a026d,#4da6ed,464GCtK8JG
Cluster5,Evelyn Jast IV,74,1,106.91386451944709,233.43005725182593,#c14ecc,#52ee97,DgsN5LZe1A
Cluster1,Lucille Schmitt,94,1,161.8697130936198,255.9409285429865,#afd9cf,#e81099,ZPyUxnsqz1
Cluster2,Dexter Legros DVM,32,1,125.28484970098361,276.7419449053705,#19f5e7,#c21aea,yGYrYGXI9F
Cluster3,Gerald Adams,3,1,149.93910305202007,265.08511397987604,#3d8fc8,#2a8253,zbC6XZkYsA
Cluster4,Marilyn Metz,62,1,101.45068011479452,266.35693153366446,#edb9ea,#bab9ef,bSWKd268It
Cluster5,Gail Koelpin,5,1,121.8450479558669,135.26931353844702,#fa8d36,#ea6dc7,WuNz7qtRfY
Cluster1,Nina Pacocha II,57,1,138.97099501919,147.08042587153614,#c9be2c,#1ba4eb,Yk7zvtIoOo
Cluster2,Dr. Julius Purdy,38,1,236.42667478416115,128.16466181539,#1b0739,#454dbd,E08gfXCYZM
Cluster3,Ms. Rosie McLaughlin Sr.,97,1,167.43658219929785,270.51594420336187,#3e9b6e,#d9fd1a,6cYmitJhyH
Cluster4,Kayla Braun,4,1,115.38751991465688,148.53365481831133,#c442ba,#192c75,oO4aykFxyc
Cluster5,Kristen Effertz,79,1,161.07288924977183,101.55068919993937,#fdad21,#cfcedc,kS1t8duef7
Cluster1,Angel Abernathy,22,1,103.94808216951787,295.2775061596185,#0c680d,#f8dedb,C4rYrtIV5y
Cluster2,Nicole Hackett,39,1,161.16192982299253,269.9746693018824,#beea03,#cfd5fa,ox3c94ufIy
Cluster3,Sheila Turner,46,1,225.30979310395196,183.573032123968,#fa3cfe,#b8b3ee,cguK2rAq5E
Cluster4,Melissa Ritchie,35,1,230.92381816823035,238.89043806120753,#54cedf,#1d0b3b,kT7wciS8Zq
Cluster5,Otis Quitzon,44,1,140.75396143598482,171.77578178234398,#9cbaf4,#218313,Ncv9q2nNLi
Cluster1,Alonzo Mertz,87,1,112.61542773572728,147.24726625718176,#7c0e09,#8ec09a,QpF00yjLTj
Cluster2,Gwendolyn Rath,8,1,187.4186593457125,178.24186314828694,#59a60a,#80e1e6,U3O1wXSsfi
Cluster3,Courtney Mayert-Hane,67,1,218.59851558692753,100.34562982618809,#e7bfc5,#3f032c,unK73ahFzS
Cluster4,Ethel Kulas,87,1,121.36578351492062,289.93437779136,#bcfa23,#a9ddfc,vL7hMltKR8
Cluster5,Amy Hammes,73,1,238.98422785568982,211.60521376878023,#1c2c19,#bc8ffe,6HQt1bnBC9
Cluster1,Joey Bahringer,67,1,193.10686194803566,290.0328597985208,#6ae4a8,#c33de3,1rm4LMf8cK
Cluster2,Darryl Gulgowski,49,1,128.41472984291613,128.50022809579968,#1d9cf9,#c8dfa9,Vj69FsFKZk
Cluster3,Edna Waelchi,2,1,126.07292339671403,105.44740883633494,#750400,#f7cb24,Y4RRoTrPTz
Cluster4,Dr. Timothy Koelpin,91,1,226.45016681635752,117.0424954034388,#af1af2,#e2e35a,y7MbxRanwm
Cluster5,Dr. Debbie Fadel,2,1,239.02309138793498,147.965522762388,#6573e5,#9966c2,laxOmDTxUq
Cluster1,Jerry Willms IV,36,1,124.48231247253716,175.5198230035603,#4ff9a7,#3b75e6,PyiAtSRyiZ
Cluster2,Salvador Klein V,96,1,169.53814356820658,232.25598568096757,#cf557d,#d0f4c7,mTAPc41LPB
Cluster3,Miguel Reynolds,62,1,230.7054742355831,171.90752564929426,#c82ca7,#8c541c,ogWZvkWmMO
Cluster4,Ginger Von,16,1,247.3053436144255,190.04268203862011,#acbc3f,#d190db,lL6n744UPn
Cluster5,Eunice Braun-Doyle I,70,1,197.69423386314884,296.46972771734,#9de0ca,#cbadc1,AQ5y0M6NmZ
Cluster1,Guadalupe Ferry,88,1,169.37591703608632,129.09756978042424,#798a2e,#e75ce7,07rYB0JZOf
Cluster2,Marcia Luettgen,16,1,207.75971988914534,208.7311397306621,#7c1ce7,#0f2ce1,YpCMhcYKd6
Cluster3,Wilbur Roob,80,1,118.94131809240207,240.62388772144914,#e3d490,#cfbecd,doLwAMykoh
Cluster4,Adrian Ortiz,13,1,110.94262676779181,184.5117376651615,#3b5ac3,#ffdaeb,nXDAha0a6c
Cluster5,Mrs. Susie Gutkowski,55,1,180.53853900637478,125.22367900237441,#36ee88,#8c3ec4,xNsm6QIFUw
Cluster1,Catherine Orn,48,1,144.71951966406778,169.23896283842623,#1e8394,#ff2ae4,dh1CSp7Wu0
Cluster2,Warren Spinka,57,1,237.2979652369395,125.10325792245567,#034aeb,#1fbef8,w0hWeXGzKW
Cluster3,Leonard Douglas,19,1,105.61271095648408,257.09371101111174,#fda93d,#c7bbcd,BuPQyTX6i8
Cluster4,Christie Ward,74,1,153.4075591363944,131.2189208343625,#e81a33,#ceedee,n6GoXaJd9h
Cluster5,Ray Satterfield,88,1,240.7724738237448,225.96312784589827,#d5eebd,#2becca,m7UHwUqaxl
Cluster1,Antonia Kuhlman,11,1,138.85062411427498,286.1665170174092,#f6060e,#ea1cef,yy3VThfBYb
Cluster2,Jose Ledner-Jast,77,1,149.8946558800526,217.8767643403262,#daf5e4,#ff57cc,3stxWKnkXl
Cluster3,Loren Balistreri,40,1,169.26975726382807,104.81017851270735,#b6bd74,#ac9db0,CopA7PUQX8
Cluster4,Dr. Wm Kling,26,1,142.86034075776115,261.82869523763657,#8cd8e6,#ab3895,rNO7gjYTHZ
Cluster5,Clay Bosco,75,1,237.45705760084093,207.33101819641888,#1e57a4,#3fb4cc,eq0r3RmnpU
Cluster1,Malcolm Shanahan,55,1,138.20427666651085,234.72607424482703,#b3455e,#9ae432,GH7hcQqpCk
Cluster2,Chester Lubowitz-Schoen,17,1,128.511281858664,238.63228633999825,#0beafa,#52fd75,iEZyojuPIk
Cluster3,Andy Paucek,38,1,129.19477926334366,225.77926465310156,#f6a9fa,#08c56a,rOH53O9wsH
Cluster4,Toby Jacobson,100,1,223.65346966544166,296.66123860515654,#406c6d,#587ba7,Kxw5crpGSl
Cluster5,Miss Shari Zulauf,75,1,101.41067818040028,279.53541204333305,#438b5b,#31d3db,TVmZrZQ2Sq
Cluster1,Mr. Rudolph Greenfelder,57,1,240.79405100783333,243.97351276129484,#9fb10f,#88cbe4,icSvi4R0wJ
Cluster2,Tommie Rice,61,1,193.21794933639467,111.15450896322727,#468b4a,#e021e7,a4vTxxuVGJ
Cluster3,Kristopher Schultz-Boyle,57,1,249.21728076878935,200.94561036676168,#ec18c1,#40af79,ajZylfF08f
